Customer ID,Monetary,Recency,Frequency,R_score,F_score,M_score,Segment
12378.0,5416.32,130.0,2.0,3,2,5,Khach hang trung binh
12379.0,1618.27,82.0,4.0,3,3,4,Khach hang trung binh
12380.0,7888.0,22.0,11.0,4,5,5,VIP / Khach hang trung thanh
12381.0,1803.96,5.0,5.0,5,4,4,VIP / Khach hang trung thanh
12383.0,1839.31,185.0,5.0,3,4,4,Khach hang trung binh
12384.0,566.16,29.0,2.0,4,2,2,Khach hang moi
12385.0,1923.4,379.0,1.0,2,1,4,Khach hang trung binh
12386.0,401.9,338.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
12387.0,143.94,415.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12388.0,3901.11,16.0,8.0,5,4,5,VIP / Khach hang trung thanh
12389.0,1433.33,403.0,3.0,2,3,4,Khach hang trung binh
12390.0,549.84,80.0,1.0,3,1,2,Khach hang trung binh
12391.0,2699.24,22.0,6.0,4,4,4,VIP / Khach hang trung thanh
12392.0,234.75000000000003,591.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12393.0,2376.75,72.0,6.0,3,4,4,Khach hang trung binh
12394.0,1272.48,64.0,2.0,3,2,4,Khach hang trung binh
12395.0,4700.82,19.0,15.0,5,5,5,VIP / Khach hang trung thanh
12396.0,931.43,674.0,1.0,1,1,3,Khach hang trung binh
12397.0,2409.9,36.0,2.0,4,2,4,Khach hang moi
12398.0,1635.66,46.0,1.0,4,1,4,Khach hang moi
12399.0,1962.3,119.0,7.0,3,4,4,Khach hang trung binh
12400.0,205.25,414.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12401.0,84.3,303.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12402.0,1244.15,323.0,6.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
12403.0,1001.36,50.0,2.0,4,2,3,Khach hang moi
12404.0,63.24,682.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12405.0,1710.39,149.0,1.0,3,1,4,Khach hang trung binh
12406.0,6072.21,22.0,5.0,4,4,5,VIP / Khach hang trung thanh
12407.0,1708.12,50.0,5.0,4,4,4,VIP / Khach hang trung thanh
12408.0,4279.64,33.0,8.0,4,4,5,VIP / Khach hang trung thanh
12409.0,23090.47,79.0,7.0,3,4,5,Khach hang trung binh
12410.0,1001.46,309.0,3.0,2,3,3,Khach hang trung binh
12411.0,346.9,410.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12412.0,2581.03,75.0,6.0,3,4,4,Khach hang trung binh
12413.0,935.5,67.0,4.0,3,3,3,Khach hang trung binh
12414.0,692.41,217.0,6.0,2,4,3,Khach hang trung binh
12415.0,143269.29,24.0,28.0,4,5,5,VIP / Khach hang trung thanh
12416.0,202.56,657.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12417.0,6688.71,3.0,20.0,5,5,5,VIP / Khach hang trung thanh
12418.0,2016.95,113.0,4.0,3,3,4,Khach hang trung binh
12419.0,503.01,386.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
12420.0,600.39,64.0,1.0,3,1,3,Khach hang trung binh
12421.0,1092.83,16.0,6.0,5,4,3,Khach hang trung binh
12422.0,4119.35,96.0,17.0,3,5,5,Khach hang trung binh
12423.0,2612.19,1.0,10.0,5,5,4,VIP / Khach hang trung thanh
12424.0,3289.78,163.0,4.0,3,3,5,Khach hang trung binh
12425.0,1680.81,78.0,2.0,3,2,4,Khach hang trung binh
12426.0,1311.41,195.0,2.0,2,2,4,Khach hang trung binh
12427.0,708.37,22.0,3.0,4,3,3,Khach hang trung binh
12428.0,7877.2,26.0,9.0,4,5,5,VIP / Khach hang trung thanh
12429.0,6154.01,9.0,8.0,5,4,5,VIP / Khach hang trung thanh
12430.0,256.4,43.0,1.0,4,1,1,Khach hang moi
12431.0,10293.66,36.0,27.0,4,5,5,VIP / Khach hang trung thanh
12432.0,5059.32,43.0,5.0,4,4,5,VIP / Khach hang trung thanh
12433.0,16641.74,1.0,10.0,5,5,5,VIP / Khach hang trung thanh
12434.0,1062.48,85.0,3.0,3,3,3,Khach hang trung binh
12435.0,13925.93,80.0,6.0,3,4,5,Khach hang trung binh
12436.0,509.01,100.0,1.0,3,1,2,Khach hang trung binh
12437.0,12394.85,2.0,39.0,5,5,5,VIP / Khach hang trung thanh
12438.0,2906.85,14.0,2.0,5,2,5,Khach hang moi
12439.0,1089.18,683.0,2.0,1,2,3,Khach hang trung binh
12440.0,768.15,462.0,2.0,1,2,3,Khach hang trung binh
12441.0,173.55,367.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12442.0,172.06,3.0,1.0,5,1,1,Khach hang moi
12443.0,485.31,732.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12444.0,5005.46,21.0,5.0,4,4,5,VIP / Khach hang trung thanh
12445.0,426.48,22.0,2.0,4,2,2,Khach hang moi
12446.0,1002.31,58.0,1.0,4,1,3,Khach hang moi
12447.0,476.49,243.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12448.0,449.45,44.0,1.0,4,1,2,Khach hang moi
12449.0,4835.89,22.0,6.0,4,4,5,VIP / Khach hang trung thanh
12450.0,666.95,156.0,5.0,3,4,3,Khach hang trung binh
12451.0,12546.53,11.0,8.0,5,4,5,VIP / Khach hang trung thanh
12452.0,428.57,17.0,2.0,5,2,2,Khach hang moi
12453.0,707.09,134.0,1.0,3,1,3,Khach hang trung binh
12454.0,4292.71,56.0,5.0,4,4,5,VIP / Khach hang trung thanh
12455.0,5879.95,73.0,10.0,3,5,5,Khach hang trung binh
12456.0,3153.89,44.0,3.0,4,3,5,Khach hang trung binh
12457.0,2472.31,66.0,8.0,3,4,4,Khach hang trung binh
12458.0,1777.49,71.0,4.0,3,3,4,Khach hang trung binh
12459.0,454.36,605.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12460.0,326.65,456.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12461.0,826.88,94.0,2.0,3,2,3,Khach hang trung binh
12462.0,1124.01,19.0,2.0,5,2,3,Khach hang moi
12463.0,1303.63,53.0,4.0,4,3,4,Khach hang trung binh
12464.0,1212.05,10.0,8.0,5,4,4,VIP / Khach hang trung thanh
12465.0,733.89,17.0,2.0,5,2,3,Khach hang moi
12466.0,56.73,682.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12467.0,0.0,423.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12468.0,3624.55,188.0,5.0,2,4,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
12469.0,3070.54,523.0,2.0,1,2,5,Khach hang trung binh
12470.0,211.95,690.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12471.0,37920.01,2.0,79.0,5,5,5,VIP / Khach hang trung thanh
12472.0,15447.69,32.0,19.0,4,5,5,VIP / Khach hang trung thanh
12473.0,2837.73,29.0,5.0,4,4,4,VIP / Khach hang trung thanh
12474.0,11948.75,17.0,31.0,5,5,5,VIP / Khach hang trung thanh
12475.0,1149.64,54.0,2.0,4,2,3,Khach hang moi
12476.0,13684.12,16.0,23.0,5,5,5,VIP / Khach hang trung thanh
12477.0,20173.64,23.0,9.0,4,5,5,VIP / Khach hang trung thanh
12478.0,680.99,4.0,1.0,5,1,3,Khach hang moi
12479.0,477.3,11.0,1.0,5,1,2,Khach hang moi
12480.0,5435.1,28.0,7.0,4,4,5,VIP / Khach hang trung thanh
12481.0,12041.15,23.0,15.0,4,5,5,VIP / Khach hang trung thanh
12482.0,21893.53,576.0,29.0,1,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
12483.0,4823.47,17.0,19.0,5,5,5,VIP / Khach hang trung thanh
12484.0,6287.8,33.0,12.0,4,5,5,VIP / Khach hang trung thanh
12485.0,708.1,529.0,1.0,1,1,3,Khach hang trung binh
12486.0,1037.28,432.0,1.0,1,1,3,Khach hang trung binh
12487.0,259.79999999999995,731.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12488.0,1298.66,10.0,3.0,5,3,4,Khach hang trung binh
12489.0,334.93,336.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12490.0,9818.64,5.0,21.0,5,5,5,VIP / Khach hang trung thanh
12491.0,460.4,39.0,1.0,4,1,2,Khach hang moi
12492.0,715.21,63.0,3.0,3,3,3,Khach hang trung binh
12493.0,416.79,166.0,2.0,3,2,2,Khach hang trung binh
12494.0,1685.92,16.0,9.0,5,5,4,VIP / Khach hang trung thanh
12495.0,323.4,641.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12496.0,45.34,620.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
12497.0,6211.75,82.0,3.0,3,3,5,Khach hang trung binh
12498.0,403.7000000000001,21.0,3.0,4,3,2,Khach hang trung binh
12499.0,393.72,560.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12500.0,5872.31,23.0,19.0,4,5,5,VIP / Khach hang trung thanh
12501.0,2089.68,337.0,1.0,2,1,4,Khach hang trung binh
12502.0,3723.87,96.0,5.0,3,4,5,Khach hang trung binh
12503.0,0.0,584.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12504.0,411.0,18.0,4.0,5,3,2,Khach hang trung binh
12505.0,908.0,409.0,1.0,2,1,3,Khach hang trung binh
12506.0,73.5,233.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12507.0,1797.31,134.0,4.0,3,3,4,Khach hang trung binh
12508.0,397.88,26.0,2.0,4,2,2,Khach hang moi
12509.0,176.5,284.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12510.0,3689.33,143.0,9.0,3,5,5,Khach hang trung binh
12511.0,3065.77,429.0,1.0,1,1,5,Khach hang trung binh
12512.0,132.18,66.0,2.0,3,2,1,Khach hang trung binh
12513.0,586.79,113.0,1.0,3,1,2,Khach hang trung binh
12514.0,1597.76,267.0,2.0,2,2,4,Khach hang trung binh
12515.0,383.7,353.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12516.0,2648.62,78.0,4.0,3,3,4,Khach hang trung binh
12517.0,2443.65,28.0,5.0,4,4,4,VIP / Khach hang trung thanh
12518.0,2056.89,1.0,5.0,5,4,4,VIP / Khach hang trung thanh
12519.0,685.19,64.0,2.0,3,2,3,Khach hang trung binh
12520.0,2582.51,79.0,5.0,3,4,4,Khach hang trung binh
12521.0,599.68,143.0,1.0,3,1,3,Khach hang trung binh
12522.0,192.72,39.0,2.0,4,2,1,Khach hang moi
12523.0,4201.05,19.0,23.0,5,5,5,VIP / Khach hang trung thanh
12524.0,11091.36,9.0,17.0,5,5,5,VIP / Khach hang trung thanh
12525.0,835.1800000000001,498.0,3.0,1,3,3,Khach hang trung binh
12526.0,1316.66,1.0,3.0,5,3,4,Khach hang trung binh
12527.0,735.51,82.0,5.0,3,4,3,Khach hang trung binh
12528.0,1922.28,9.0,6.0,5,4,4,VIP / Khach hang trung thanh
12529.0,311.78000000000003,528.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12530.0,3689.86,60.0,9.0,3,5,5,Khach hang trung binh
12531.0,1899.05,15.0,2.0,5,2,4,Khach hang moi
12532.0,349.83000000000004,30.0,1.0,4,1,2,Khach hang moi
12533.0,1149.99,628.0,2.0,1,2,3,Khach hang trung binh
12534.0,1089.18,131.0,1.0,3,1,3,Khach hang trung binh
12535.0,716.35,92.0,2.0,3,2,3,Khach hang trung binh
12536.0,4106.82,43.0,3.0,4,3,5,Khach hang trung binh
12537.0,732.94,409.0,1.0,2,1,3,Khach hang trung binh
12538.0,640.45,29.0,2.0,4,2,3,Khach hang moi
12539.0,9498.9,22.0,7.0,4,4,5,VIP / Khach hang trung thanh
12540.0,22107.29,20.0,33.0,4,5,5,VIP / Khach hang trung thanh
12541.0,981.18,30.0,3.0,4,3,3,Khach hang trung binh
12542.0,423.38,484.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
12543.0,980.25,448.0,1.0,1,1,3,Khach hang trung binh
12544.0,355.7,36.0,1.0,4,1,2,Khach hang moi
12545.0,1000.39,75.0,2.0,3,2,3,Khach hang trung binh
12546.0,1141.5,47.0,2.0,4,2,3,Khach hang moi
12547.0,383.58,198.0,3.0,2,3,2,Khach hang trung binh
12548.0,95.2,166.0,1.0,3,1,1,Khach hang trung binh
12549.0,1575.68,576.0,6.0,1,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
12550.0,964.83,79.0,1.0,3,1,3,Khach hang trung binh
12551.0,168.0,358.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12552.0,437.82,39.0,2.0,4,2,2,Khach hang moi
12553.0,4548.82,8.0,12.0,5,5,5,VIP / Khach hang trung thanh
12554.0,468.5,449.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12555.0,129.23,682.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12556.0,599.56,50.0,2.0,4,2,3,Khach hang moi
12557.0,18096.14,16.0,8.0,5,4,5,VIP / Khach hang trung thanh
12558.0,1.0658141036401504e-14,8.0,1.0,5,1,1,Khach hang moi
12559.0,536.21,311.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
12560.0,2101.39,5.0,3.0,5,3,4,Khach hang trung binh
12561.0,238.85,303.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12562.0,4966.92,8.0,9.0,5,5,5,VIP / Khach hang trung thanh
12563.0,249.24,409.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12564.0,456.9,261.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12565.0,131.17,289.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12566.0,346.7,86.0,1.0,3,1,2,Khach hang trung binh
12567.0,11451.44,23.0,15.0,4,5,5,VIP / Khach hang trung thanh
12568.0,70.0,645.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12569.0,4064.99,2.0,32.0,5,5,5,VIP / Khach hang trung thanh
12570.0,77.52,682.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12571.0,519.61,40.0,2.0,4,2,2,Khach hang moi
12572.0,1004.72,9.0,2.0,5,2,3,Khach hang moi
12573.0,717.41,227.0,5.0,2,4,3,Khach hang trung binh
12574.0,218.45,316.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12575.0,622.8199999999999,457.0,2.0,1,2,3,Khach hang trung binh
12576.0,2083.87,36.0,8.0,4,4,4,VIP / Khach hang trung thanh
12577.0,1554.7,35.0,8.0,4,4,4,VIP / Khach hang trung thanh
12578.0,4572.45,21.0,4.0,4,3,5,Khach hang trung binh
12579.0,410.72,78.0,1.0,3,1,2,Khach hang trung binh
12580.0,1052.9,247.0,2.0,2,2,3,Khach hang trung binh
12581.0,197.71,40.0,1.0,4,1,1,Khach hang moi
12582.0,1980.4,239.0,4.0,2,3,4,Khach hang trung binh
12583.0,13489.04,3.0,27.0,5,5,5,VIP / Khach hang trung thanh
12584.0,1893.95,4.0,9.0,5,5,4,VIP / Khach hang trung thanh
12585.0,1982.81,234.0,2.0,2,2,4,Khach hang trung binh
12586.0,2045.67,17.0,4.0,5,3,4,Khach hang trung binh
12587.0,144.0,8.0,1.0,5,1,1,Khach hang moi
12588.0,938.98,39.0,4.0,4,3,3,Khach hang trung binh
12589.0,3094.17,29.0,8.0,4,4,5,VIP / Khach hang trung thanh
12590.0,9853.48,211.0,2.0,2,2,5,Khach hang trung binh
12591.0,1338.95,317.0,3.0,2,3,4,Khach hang trung binh
12592.0,1152.62,92.0,5.0,3,4,3,Khach hang trung binh
12593.0,418.1,109.0,3.0,3,3,2,Khach hang trung binh
12594.0,5044.51,38.0,15.0,4,5,5,VIP / Khach hang trung thanh
12595.0,299.02,505.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12596.0,618.27,51.0,2.0,4,2,3,Khach hang moi
12597.0,3683.13,19.0,4.0,5,3,5,Khach hang trung binh
12598.0,4414.67,10.0,11.0,5,5,5,VIP / Khach hang trung thanh
12599.0,2296.72,29.0,13.0,4,5,4,VIP / Khach hang trung thanh
12600.0,4879.29,29.0,21.0,4,5,5,VIP / Khach hang trung thanh
12601.0,673.76,190.0,6.0,2,4,3,Khach hang trung binh
12602.0,153.12,59.0,1.0,4,1,1,Khach hang moi
12603.0,739.1999999999999,22.0,1.0,4,1,3,Khach hang moi
12604.0,254.18,79.0,2.0,3,2,1,Khach hang trung binh
12605.0,1225.45,376.0,4.0,2,3,4,Khach hang trung binh
12606.0,21.0,682.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12607.0,3.552713678800501e-15,60.0,1.0,3,1,1,Khach hang trung binh
12608.0,415.79,405.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12609.0,3417.86,78.0,9.0,3,5,5,Khach hang trung binh
12610.0,2057.99,23.0,5.0,4,4,4,VIP / Khach hang trung thanh
12611.0,1193.32,52.0,1.0,4,1,4,Khach hang moi
12612.0,643.59,74.0,1.0,3,1,3,Khach hang trung binh
12613.0,6573.82,57.0,10.0,4,5,5,VIP / Khach hang trung thanh
12614.0,315.6,278.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12615.0,5564.88,2.0,8.0,5,4,5,VIP / Khach hang trung thanh
12616.0,1045.35,95.0,3.0,3,3,3,Khach hang trung binh
12617.0,352.98,29.0,1.0,4,1,2,Khach hang moi
12618.0,177.31,22.0,1.0,4,1,1,Khach hang moi
12619.0,3354.95,16.0,10.0,5,5,5,VIP / Khach hang trung thanh
12620.0,1339.41,15.0,3.0,5,3,4,Khach hang trung binh
12621.0,24114.7,2.0,35.0,5,5,5,VIP / Khach hang trung thanh
12622.0,180.1,232.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12623.0,3639.84,276.0,7.0,2,4,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
12624.0,641.13,106.0,2.0,3,2,3,Khach hang trung binh
12625.0,5095.38,212.0,4.0,2,3,5,Khach hang trung binh
12626.0,6388.35,23.0,9.0,4,5,5,VIP / Khach hang trung thanh
12627.0,4478.53,11.0,7.0,5,4,5,VIP / Khach hang trung thanh
12628.0,769.61,4.0,3.0,5,3,3,Khach hang trung binh
12629.0,1558.22,386.0,2.0,2,2,4,Khach hang trung binh
12630.0,1270.88,10.0,2.0,5,2,4,Khach hang moi
12631.0,3452.27,57.0,6.0,4,4,5,VIP / Khach hang trung thanh
12632.0,738.88,521.0,2.0,1,2,3,Khach hang trung binh
12633.0,5595.21,59.0,7.0,4,4,5,VIP / Khach hang trung thanh
12634.0,490.0,536.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
12635.0,2930.41,90.0,4.0,3,3,5,Khach hang trung binh
12636.0,141.0,739.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12637.0,8215.16,67.0,12.0,3,5,5,Khach hang trung binh
12638.0,921.49,33.0,2.0,4,2,3,Khach hang moi
12639.0,1312.37,239.0,3.0,2,3,4,Khach hang trung binh
12640.0,1174.58,24.0,3.0,4,3,3,Khach hang trung binh
12641.0,185.9,115.0,1.0,3,1,1,Khach hang trung binh
12642.0,1013.26,25.0,3.0,4,3,3,Khach hang trung binh
12643.0,7835.3,128.0,12.0,3,5,5,Khach hang trung binh
12644.0,1815.54,130.0,4.0,3,3,4,Khach hang trung binh
12645.0,3499.1,34.0,8.0,4,4,5,VIP / Khach hang trung thanh
12646.0,1346.97,5.0,2.0,5,2,4,Khach hang moi
12647.0,16713.99,22.0,36.0,4,5,5,VIP / Khach hang trung thanh
12648.0,1097.0,155.0,4.0,3,3,3,Khach hang trung binh
12649.0,2258.5,107.0,8.0,3,4,4,Khach hang trung binh
12650.0,314.44,3.0,1.0,5,1,2,Khach hang moi
12651.0,365.3,335.0,4.0,2,3,2,Khach hang trung binh
12652.0,1011.58,331.0,2.0,2,2,3,Khach hang trung binh
12653.0,4160.83,149.0,3.0,3,3,5,Khach hang trung binh
12654.0,601.98,11.0,5.0,5,4,3,Khach hang trung binh
12655.0,261.35,424.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12656.0,6320.78,17.0,8.0,5,4,5,VIP / Khach hang trung thanh
12657.0,1152.06,11.0,4.0,5,3,3,Khach hang trung binh
12658.0,686.05,19.0,1.0,5,1,3,Khach hang moi
12659.0,91.68,30.0,1.0,4,1,1,Khach hang moi
12660.0,245.1,11.0,1.0,5,1,1,Khach hang moi
12661.0,162.0,436.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12662.0,6687.6900000000005,1.0,20.0,5,5,5,VIP / Khach hang trung thanh
12663.0,204.0,625.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
12664.0,6052.04,8.0,11.0,5,5,5,VIP / Khach hang trung thanh
12665.0,301.45,325.0,3.0,2,3,2,Khach hang trung binh
12666.0,1020.98,394.0,1.0,2,1,3,Khach hang trung binh
12667.0,620.13,58.0,1.0,4,1,3,Khach hang moi
12668.0,11319.06,12.0,10.0,5,5,5,VIP / Khach hang trung thanh
12669.0,1607.73,151.0,3.0,3,3,4,Khach hang trung binh
12670.0,3750.39,10.0,7.0,5,4,5,VIP / Khach hang trung thanh
12671.0,2622.481,606.0,1.0,1,1,4,Khach hang trung binh
12672.0,410.5,330.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
12673.0,1230.02,5.0,3.0,5,3,4,Khach hang trung binh
12674.0,1922.26,39.0,4.0,4,3,4,Khach hang trung binh
12675.0,933.55,554.0,2.0,1,2,3,Khach hang trung binh
12676.0,2773.09,25.0,11.0,4,5,4,VIP / Khach hang trung thanh
12677.0,389.3,555.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
12678.0,33851.13,42.0,21.0,4,5,5,VIP / Khach hang trung thanh
12679.0,1058.67,59.0,4.0,4,3,3,Khach hang trung binh
12680.0,880.81,1.0,4.0,5,3,3,Khach hang trung binh
12681.0,29518.24,15.0,45.0,5,5,5,VIP / Khach hang trung thanh
12682.0,22862.12,4.0,52.0,5,5,5,VIP / Khach hang trung thanh
12683.0,11355.52,4.0,21.0,5,5,5,VIP / Khach hang trung thanh
12684.0,2283.63,8.0,7.0,5,4,4,VIP / Khach hang trung thanh
12685.0,2863.08,28.0,6.0,4,4,5,VIP / Khach hang trung thanh
12686.0,89.14,372.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
12687.0,2138.91,481.0,2.0,1,2,4,Khach hang trung binh
12688.0,4873.81,114.0,1.0,3,1,5,Khach hang trung binh
12689.0,1247.61,26.0,2.0,4,2,4,Khach hang moi
12690.0,389.01,206.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
12691.0,1170.4,28.0,7.0,4,4,3,Khach hang trung binh
12692.0,110.95,637.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
12693.0,1640.42,127.0,7.0,3,4,4,Khach hang trung binh
12694.0,1839.45,70.0,3.0,3,3,4,Khach hang trung binh
12695.0,1407.12,7.0,7.0,5,4,4,VIP / Khach hang trung thanh
12696.0,801.15,435.0,2.0,1,2,3,Khach hang trung binh
12697.0,939.02,29.0,3.0,4,3,3,Khach hang trung binh
12698.0,339.75,590.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
12699.0,638.11,418.0,1.0,1,1,3,Khach hang trung binh
12700.0,4867.99,8.0,4.0,5,3,5,Khach hang trung binh
12701.0,2446.41,80.0,6.0,3,4,4,Khach hang trung binh
12702.0,219.0,20.0,1.0,4,1,1,Khach hang moi
12703.0,892.18,71.0,4.0,3,3,3,Khach hang trung binh
12704.0,2220.84,7.0,8.0,5,4,4,VIP / Khach hang trung thanh
12705.0,11554.0,15.0,14.0,5,5,5,VIP / Khach hang trung thanh
12707.0,603.42,292.0,1.0,2,1,3,Khach hang trung binh
12708.0,4921.72,30.0,18.0,4,5,5,VIP / Khach hang trung thanh
12709.0,29511.03,15.0,34.0,5,5,5,VIP / Khach hang trung thanh
12710.0,1130.57,97.0,3.0,3,3,3,Khach hang trung binh
12711.0,1339.05,612.0,2.0,1,2,4,Khach hang trung binh
12712.0,6521.78,29.0,21.0,4,5,5,VIP / Khach hang trung thanh
12713.0,848.55,1.0,1.0,5,1,3,Khach hang moi
12714.0,14093.71,9.0,12.0,5,5,5,VIP / Khach hang trung thanh
12715.0,343.36,106.0,1.0,3,1,2,Khach hang trung binh
12716.0,1053.49,4.0,2.0,5,2,3,Khach hang moi
12717.0,1258.91,151.0,3.0,3,3,4,Khach hang trung binh
12718.0,238.25,71.0,1.0,3,1,1,Khach hang trung binh
12719.0,608.1,5.0,2.0,5,2,3,Khach hang moi
12720.0,7574.49,3.0,30.0,5,5,5,VIP / Khach hang trung thanh
12721.0,3933.83,32.0,8.0,4,4,5,VIP / Khach hang trung thanh
12722.0,904.33,85.0,4.0,3,3,3,Khach hang trung binh
12723.0,725.07,4.0,5.0,5,4,3,Khach hang trung binh
12724.0,2317.52,5.0,7.0,5,4,4,VIP / Khach hang trung thanh
12725.0,2266.76,371.0,4.0,2,3,4,Khach hang trung binh
12726.0,4014.6,28.0,11.0,4,5,5,VIP / Khach hang trung thanh
12727.0,5646.53,11.0,10.0,5,5,5,VIP / Khach hang trung thanh
12728.0,1070.17,71.0,5.0,3,4,3,Khach hang trung binh
12729.0,453.01,114.0,1.0,3,1,2,Khach hang trung binh
12730.0,829.25,522.0,1.0,1,1,3,Khach hang trung binh
12731.0,25673.21,24.0,17.0,4,5,5,VIP / Khach hang trung thanh
12732.0,236.26,180.0,1.0,3,1,1,Khach hang trung binh
12733.0,2326.82,234.0,4.0,2,3,4,Khach hang trung binh
