Customer ID,Monetary,Recency,Frequency
12409.0,23090.47,79.0,7.0
12410.0,1001.46,309.0,3.0
12411.0,346.9,410.0,1.0
12412.0,2581.03,75.0,6.0
12413.0,935.5,67.0,4.0
12414.0,692.41,217.0,6.0
12415.0,143269.29,24.0,28.0
12416.0,202.56,657.0,1.0
12417.0,6688.71,3.0,20.0
12418.0,2016.95,113.0,4.0
12419.0,503.01,386.0,2.0
12420.0,600.39,64.0,1.0
12421.0,1092.83,16.0,6.0
12422.0,4119.35,96.0,17.0
12423.0,2612.19,1.0,10.0
12424.0,3289.78,163.0,4.0
12425.0,1680.81,78.0,2.0
12426.0,1311.41,195.0,2.0
12427.0,708.37,22.0,3.0
12428.0,7877.2,26.0,9.0
12429.0,6154.01,9.0,8.0
12430.0,256.4,43.0,1.0
12431.0,10293.66,36.0,27.0
12432.0,5059.32,43.0,5.0
12433.0,16641.74,1.0,10.0
12434.0,1062.48,85.0,3.0
12435.0,13925.93,80.0,6.0
12436.0,509.01,100.0,1.0
12437.0,12394.85,2.0,39.0
12438.0,2906.85,14.0,2.0
12439.0,1089.18,683.0,2.0
12440.0,768.15,462.0,2.0
12441.0,173.55,367.0,1.0
12442.0,172.06,3.0,1.0
12443.0,485.31,732.0,1.0
12444.0,5005.46,21.0,5.0
12445.0,426.48,22.0,2.0
12446.0,1002.3100000000001,58.0,1.0
12447.0,476.49,243.0,1.0
12448.0,449.45,44.0,1.0
12449.0,4835.89,22.0,6.0
12450.0,666.95,156.0,5.0
12451.0,12546.53,11.0,8.0
12452.0,428.57,17.0,2.0
12453.0,707.09,134.0,1.0
12454.0,4292.71,56.0,5.0
12455.0,5879.95,73.0,10.0
12456.0,3153.89,44.0,3.0
12457.0,2472.31,66.0,8.0
12458.0,1777.49,71.0,4.0
12459.0,454.36,605.0,1.0
12460.0,326.65,456.0,1.0
12461.0,826.88,94.0,2.0
12462.0,1124.01,19.0,2.0
12463.0,1303.63,53.0,4.0
12464.0,1212.05,10.0,8.0
12465.0,733.89,17.0,2.0
12466.0,56.73,682.0,1.0
12467.0,0.0,423.0,1.0
12468.0,3624.55,188.0,5.0
12469.0,3070.54,523.0,2.0
12470.0,211.95,690.0,1.0
12471.0,37920.01,2.0,79.0
12472.0,15447.69,32.0,19.0
12473.0,2837.73,29.0,5.0
12474.0,11948.75,17.0,31.0
12475.0,1149.64,54.0,2.0
12476.0,13684.12,16.0,23.0
12477.0,20173.64,23.0,9.0
12478.0,680.99,4.0,1.0
12479.0,477.3,11.0,1.0
12480.0,5435.1,28.0,7.0
12481.0,12041.15,23.0,15.0
12482.0,21893.53,576.0,29.0
12483.0,4823.47,17.0,19.0
12484.0,6287.8,33.0,12.0
12485.0,708.1,529.0,1.0
12486.0,1037.28,432.0,1.0
12487.0,259.79999999999995,731.0,1.0
12488.0,1298.66,10.0,3.0
12489.0,334.93,336.0,1.0
12490.0,9818.64,5.0,21.0
12491.0,460.40000000000003,39.0,1.0
12492.0,715.21,63.0,3.0
12493.0,416.79,166.0,2.0
12494.0,1685.92,16.0,9.0
12495.0,323.4,641.0,1.0
12496.0,45.34,620.0,2.0
12497.0,6211.75,82.0,3.0
12498.0,403.70000000000005,21.0,3.0
12499.0,393.72,560.0,1.0
12500.0,5872.31,23.0,19.0
12501.0,2089.68,337.0,1.0
12502.0,3723.87,96.0,5.0
12503.0,0.0,584.0,1.0
12504.0,411.0,18.0,4.0
12505.0,908.0,409.0,1.0
12506.0,73.5,233.0,1.0
12507.0,1797.31,134.0,4.0
12508.0,397.88,26.0,2.0
12509.0,176.5,284.0,1.0
12510.0,3689.33,143.0,9.0
12511.0,3065.77,429.0,1.0
12512.0,132.18,66.0,2.0
12513.0,586.79,113.0,1.0
12514.0,1597.76,267.0,2.0
12515.0,383.7,353.0,1.0
12516.0,2648.62,78.0,4.0
12517.0,2443.65,28.0,5.0
12518.0,2056.89,1.0,5.0
12519.0,685.19,64.0,2.0
12520.0,2582.51,79.0,5.0
12521.0,599.68,143.0,1.0
12522.0,192.72,39.0,2.0
12523.0,4201.05,19.0,23.0
12524.0,11091.36,9.0,17.0
12525.0,835.1800000000001,498.0,3.0
12526.0,1316.66,1.0,3.0
12527.0,735.51,82.0,5.0
12528.0,1922.28,9.0,6.0
12529.0,311.78000000000003,528.0,1.0
12530.0,3689.86,60.0,9.0
12531.0,1899.05,15.0,2.0
12532.0,349.83000000000004,30.0,1.0
12533.0,1149.99,628.0,2.0
12534.0,1089.18,131.0,1.0
12535.0,716.35,92.0,2.0
12536.0,4106.82,43.0,3.0
12537.0,732.94,409.0,1.0
12538.0,640.45,29.0,2.0
12539.0,9498.9,22.0,7.0
12540.0,22107.29,20.0,33.0
12541.0,981.18,30.0,3.0
12542.0,423.38,484.0,2.0
12543.0,980.25,448.0,1.0
12544.0,355.7,36.0,1.0
12545.0,1000.39,75.0,2.0
12546.0,1141.5,47.0,2.0
12547.0,383.58,198.0,3.0
12548.0,95.19999999999999,166.0,1.0
12549.0,1575.68,576.0,6.0
12550.0,964.83,79.0,1.0
12551.0,168.0,358.0,1.0
12552.0,437.82,39.0,2.0
12553.0,4548.82,8.0,12.0
12554.0,468.5,449.0,1.0
12555.0,129.23,682.0,1.0
12556.0,599.56,50.0,2.0
12557.0,18096.14,16.0,8.0
12558.0,1.0658141036401503e-14,8.0,1.0
12559.0,536.21,311.0,2.0
12560.0,2101.39,5.0,3.0
12561.0,238.85,303.0,1.0
12562.0,4966.92,8.0,9.0
12563.0,249.24,409.0,1.0
12564.0,456.9,261.0,1.0
12565.0,131.17,289.0,1.0
12566.0,346.7,86.0,1.0
12567.0,11451.44,23.0,15.0
12568.0,70.0,645.0,1.0
12569.0,4064.9900000000002,2.0,32.0
12570.0,77.52,682.0,1.0
12571.0,519.61,40.0,2.0
12572.0,1004.72,9.0,2.0
12573.0,717.41,227.0,5.0
12574.0,218.45,316.0,1.0
12575.0,622.8199999999999,457.0,2.0
12576.0,2083.87,36.0,8.0
12577.0,1554.7,35.0,8.0
12578.0,4572.45,21.0,4.0
12579.0,410.72,78.0,1.0
12580.0,1052.9,247.0,2.0
12581.0,197.71,40.0,1.0
12582.0,1980.4,239.0,4.0
12583.0,13489.039999999999,3.0,27.0
12584.0,1893.95,4.0,9.0
12585.0,1982.81,234.0,2.0
12586.0,2045.67,17.0,4.0
12587.0,144.0,8.0,1.0
12588.0,938.98,39.0,4.0
12589.0,3094.17,29.0,8.0
12590.0,9853.48,211.0,2.0
12591.0,1338.95,317.0,3.0
12592.0,1152.62,92.0,5.0
12593.0,418.09999999999997,109.0,3.0
12594.0,5044.51,38.0,15.0
12595.0,299.02,505.0,1.0
12596.0,618.27,51.0,2.0
12597.0,3683.13,19.0,4.0
12598.0,4414.67,10.0,11.0
12599.0,2296.72,29.0,13.0
12600.0,4879.29,29.0,21.0
12601.0,673.76,190.0,6.0
12602.0,153.12,59.0,1.0
12603.0,739.1999999999999,22.0,1.0
12604.0,254.18,79.0,2.0
12605.0,1225.45,376.0,4.0
12606.0,21.0,682.0,1.0
12607.0,3.552713678800501e-15,60.0,1.0
12608.0,415.79,405.0,1.0
12609.0,3417.86,78.0,9.0
12610.0,2057.99,23.0,5.0
12611.0,1193.32,52.0,1.0
12612.0,643.59,74.0,1.0
12613.0,6573.82,57.0,10.0
12614.0,315.6,278.0,1.0
12615.0,5564.88,2.0,8.0
12616.0,1045.35,95.0,3.0
12617.0,352.98,29.0,1.0
12618.0,177.31,22.0,1.0
12619.0,3354.95,16.0,10.0
12620.0,1339.41,15.0,3.0
12621.0,24114.7,2.0,35.0
12622.0,180.1,232.0,1.0
12623.0,3639.84,276.0,7.0
12624.0,641.13,106.0,2.0
12625.0,5095.38,212.0,4.0
12626.0,6388.35,23.0,9.0
12627.0,4478.53,11.0,7.0
12628.0,769.61,4.0,3.0
12629.0,1558.22,386.0,2.0
12630.0,1270.88,10.0,2.0
12631.0,3452.27,57.0,6.0
12632.0,738.88,521.0,2.0
12633.0,5595.21,59.0,7.0
12634.0,490.0,536.0,2.0
12635.0,2930.41,90.0,4.0
12636.0,141.0,739.0,1.0
12637.0,8215.16,67.0,12.0
12638.0,921.49,33.0,2.0
12639.0,1312.37,239.0,3.0
12640.0,1174.58,24.0,3.0
12641.0,185.9,115.0,1.0
12642.0,1013.26,25.0,3.0
12643.0,7835.3,128.0,12.0
12644.0,1815.54,130.0,4.0
12645.0,3499.1,34.0,8.0
12646.0,1346.97,5.0,2.0
12647.0,16713.99,22.0,36.0
12648.0,1097.0,155.0,4.0
12649.0,2258.5,107.0,8.0
12650.0,314.44,3.0,1.0
12651.0,365.3,335.0,4.0
12652.0,1011.58,331.0,2.0
12653.0,4160.83,149.0,3.0
12654.0,601.98,11.0,5.0
12655.0,261.35,424.0,1.0
12656.0,6320.78,17.0,8.0
12657.0,1152.06,11.0,4.0
12658.0,686.05,19.0,1.0
12659.0,91.68,30.0,1.0
12660.0,245.1,11.0,1.0
12661.0,162.0,436.0,1.0
12662.0,6687.6900000000005,1.0,20.0
12663.0,204.0,625.0,2.0
12664.0,6052.04,8.0,11.0
12665.0,301.45,325.0,3.0
12666.0,1020.98,394.0,1.0
12667.0,620.13,58.0,1.0
12668.0,11319.06,12.0,10.0
12669.0,1607.73,151.0,3.0
12670.0,3750.39,10.0,7.0
12671.0,2622.481,606.0,1.0
12672.0,410.5,330.0,2.0
12673.0,1230.02,5.0,3.0
12674.0,1922.26,39.0,4.0
12675.0,933.55,554.0,2.0
12676.0,2773.09,25.0,11.0
12677.0,389.3,555.0,2.0
12678.0,33851.13,42.0,21.0
12679.0,1058.67,59.0,4.0
12680.0,880.81,1.0,4.0
12681.0,29518.24,15.0,45.0
12682.0,22862.12,4.0,52.0
12683.0,11355.52,4.0,21.0
12684.0,2283.63,8.0,7.0
12685.0,2863.08,28.0,6.0
12686.0,89.14,372.0,1.0
12687.0,2138.91,481.0,2.0
12688.0,4873.8099999999995,114.0,1.0
12689.0,1247.61,26.0,2.0
12690.0,389.01,206.0,1.0
12691.0,1170.4,28.0,7.0
12692.0,110.95,637.0,1.0
12693.0,1640.42,127.0,7.0
12694.0,1839.45,70.0,3.0
12695.0,1407.1200000000001,7.0,7.0
12696.0,801.15,435.0,2.0
12697.0,939.02,29.0,3.0
12698.0,339.75,590.0,1.0
12699.0,638.11,418.0,1.0
12700.0,4867.99,8.0,4.0
12701.0,2446.41,80.0,6.0
12702.0,219.0,20.0,1.0
12703.0,892.18,71.0,4.0
12704.0,2220.84,7.0,8.0
12705.0,11554.0,15.0,14.0
12707.0,603.42,292.0,1.0
12708.0,4921.72,30.0,18.0
12709.0,29511.03,15.0,34.0
12710.0,1130.57,97.0,3.0
12711.0,1339.05,612.0,2.0
12712.0,6521.78,29.0,21.0
12713.0,848.55,1.0,1.0
12714.0,14093.71,9.0,12.0
12715.0,343.36,106.0,1.0
12716.0,1053.49,4.0,2.0
12717.0,1258.91,151.0,3.0
12718.0,238.25,71.0,1.0
12719.0,608.1,5.0,2.0
12720.0,7574.49,3.0,30.0
12721.0,3933.83,32.0,8.0
12722.0,904.33,85.0,4.0
12723.0,725.07,4.0,5.0
12724.0,2317.52,5.0,7.0
12725.0,2266.76,371.0,4.0
12726.0,4014.6,28.0,11.0
12727.0,5646.53,11.0,10.0
12728.0,1070.17,71.0,5.0
12729.0,453.01,114.0,1.0
12730.0,829.25,522.0,1.0
12731.0,25673.21,24.0,17.0
12732.0,236.26000000000002,180.0,1.0
12733.0,2326.82,234.0,4.0
12734.0,639.65,353.0,3.0
12735.0,779.5699999999999,315.0,2.0
12736.0,234.0,333.0,1.0
12737.0,3710.5,499.0,2.0
12738.0,155.35,372.0,1.0
12739.0,2726.73,78.0,4.0
12740.0,427.6,64.0,1.0
12741.0,406.07,529.0,2.0
12742.0,1185.02,626.0,1.0
12743.0,540.13,134.0,2.0
12744.0,13158.16,52.0,11.0
12745.0,925.41,487.0,3.0
12746.0,230.85000000000002,541.0,1.0
12747.0,8786.53,2.0,26.0
12748.0,46933.33,1.0,337.0
12749.0,6328.49,4.0,9.0
12750.0,275.88,129.0,1.0
12751.0,268.27,445.0,1.0
12752.0,4366.78,81.0,1.0
12753.0,21024.01,23.0,6.0
12754.0,2949.12,236.0,3.0
12755.0,2611.95,281.0,11.0
12756.0,112.07999999999998,87.0,1.0
12757.0,4205.25,16.0,13.0
12758.0,9779.0,117.0,7.0
12759.0,5020.74,52.0,8.0
12760.0,347.8,456.0,1.0
12761.0,782.95,458.0,2.0
12762.0,1898.52,8.0,2.0
12763.0,494.08,138.0,2.0
12764.0,1693.88,317.0,1.0
12765.0,1404.58,472.0,6.0
12766.0,8877.14,4.0,9.0
12767.0,949.82,376.0,1.0
12768.0,3.552713678800501e-15,451.0,1.0
12769.0,1143.6,239.0,1.0
12770.0,2975.95,211.0,2.0
12771.0,262.5,486.0,1.0
12772.0,892.47,60.0,1.0
12773.0,1.7763568394002505e-15,564.0,1.0
12774.0,98.7,536.0,1.0
12775.0,1651.32,17.0,7.0
12776.0,55.5,668.0,1.0
12777.0,519.45,458.0,1.0
12778.0,1757.68,20.0,9.0
12779.0,6158.6,38.0,14.0
12780.0,337.4,599.0,1.0
12781.0,707.72,64.0,2.0
12782.0,4526.04,5.0,11.0
12783.0,1603.87,2.0,6.0
12784.0,1763.15,9.0,3.0
12785.0,1079.31,364.0,3.0
12786.0,728.5,610.0,1.0
12787.0,859.18,10.0,4.0
12788.0,444.9,463.0,4.0
12789.0,273.35,65.0,3.0
12790.0,563.45,192.0,2.0
12791.0,585.15,374.0,6.0
12792.0,813.88,257.0,2.0
12793.0,885.53,335.0,3.0
12794.0,860.41,53.0,2.0
12795.0,430.48,19.0,1.0
12796.0,381.0,628.0,1.0
12797.0,471.43,366.0,2.0
12798.0,8510.93,10.0,4.0
12799.0,219.35,529.0,1.0
12800.0,584.25,470.0,3.0
12801.0,1031.87,501.0,1.0
12802.0,2350.42,187.0,7.0
12803.0,1092.81,393.0,1.0
12804.0,325.37,466.0,2.0
12805.0,1434.95,382.0,4.0
12806.0,2878.96,435.0,4.0
12807.0,269.95,383.0,1.0
12808.0,776.7,37.0,5.0
12809.0,1705.34,178.0,3.0
12810.0,534.99,535.0,2.0
12811.0,1033.9,261.0,5.0
12812.0,229.64000000000001,45.0,1.0
12813.0,1687.8,502.0,3.0
12814.0,125.92,102.0,1.0
12815.0,1063.46,148.0,2.0
12816.0,572.2,96.0,2.0
12817.0,690.98,281.0,3.0
12818.0,1517.88,262.0,1.0
12819.0,540.52,458.0,1.0
12820.0,2647.94,3.0,11.0
12821.0,220.8,214.0,2.0
12822.0,918.98,71.0,2.0
12823.0,6501.5,75.0,18.0
12824.0,397.12,60.0,1.0
12825.0,518.63,521.0,2.0
12826.0,2773.69,3.0,12.0
12827.0,430.15000000000003,6.0,3.0
12828.0,1018.71,3.0,6.0
12829.0,345.35,337.0,3.0
12830.0,6748.4,38.0,6.0
12831.0,451.11,262.0,3.0
12832.0,383.03,32.0,2.0
12833.0,417.38,145.0,1.0
12834.0,312.38,283.0,1.0
12835.0,5972.19,428.0,41.0
12836.0,6520.58,59.0,15.0
12837.0,662.66,173.0,2.0
12838.0,2953.46,34.0,10.0
12839.0,9525.22,3.0,26.0
12840.0,4013.87,144.0,7.0
12841.0,6808.0,5.0,40.0
12842.0,1917.99,70.0,4.0
12843.0,6340.56,66.0,30.0
12844.0,648.6,29.0,4.0
12845.0,354.09,267.0,4.0
12846.0,15.58,682.0,1.0
12847.0,1609.0,22.0,2.0
12848.0,208.0,676.0,1.0
12849.0,3042.47,31.0,6.0
12850.0,330.0,446.0,1.0
12851.0,280.76,97.0,2.0
12852.0,299.75,295.0,1.0
12853.0,3728.5,135.0,11.0
12854.0,2899.32,79.0,7.0
12855.0,612.84,373.0,4.0
12856.0,2153.53,8.0,6.0
12857.0,3684.25,211.0,6.0
12858.0,121.08,383.0,1.0
12859.0,575.1,459.0,1.0
12860.0,54.22,693.0,1.0
12861.0,68.25,620.0,1.0
12862.0,984.62,426.0,2.0
12863.0,2775.5499999999997,52.0,6.0
12864.0,299.57,138.0,2.0
12865.0,3303.31,26.0,4.0
12866.0,1227.35,283.0,3.0
12867.0,7778.66,26.0,13.0
12868.0,2043.76,186.0,8.0
12869.0,337.66999999999996,682.0,1.0
12870.0,1662.05,375.0,3.0
12871.0,744.02,84.0,3.0
12872.0,3276.81,327.0,12.0
12873.0,2027.3,282.0,3.0
12874.0,933.42,385.0,2.0
12875.0,1356.99,143.0,5.0
12876.0,4068.59,58.0,4.0
12877.0,2942.14,4.0,20.0
12878.0,841.64,236.0,2.0
12879.0,552.5699999999999,45.0,3.0
12880.0,640.13,382.0,2.0
12881.0,298.0,276.0,1.0
12882.0,1463.04,9.0,2.0
12883.0,703.47,25.0,4.0
12884.0,309.05,88.0,1.0
12885.0,1158.27,63.0,3.0
12886.0,1351.09,68.0,2.0
12887.0,222.4,384.0,1.0
12888.0,313.77,214.0,2.0
12889.0,365.66,381.0,4.0
12890.0,706.02,24.0,2.0
12891.0,819.5,186.0,11.0
12892.0,263.38,397.0,1.0
12893.0,176.55,31.0,1.0
12894.0,157.35,575.0,1.0
12895.0,347.3,42.0,2.0
12897.0,514.25,205.0,4.0
12898.0,296.21000000000004,464.0,2.0
12899.0,366.4,414.0,1.0
12900.0,340.33,422.0,1.0
12901.0,16293.1,9.0,28.0
12902.0,138.68,265.0,1.0
12903.0,833.53,429.0,1.0
12904.0,496.06,18.0,2.0
12905.0,1011.82,577.0,2.0
12906.0,2919.81,12.0,5.0
12907.0,440.36,396.0,2.0
12908.0,1272.0,176.0,5.0
12909.0,3034.77,40.0,8.0
12910.0,5747.02,23.0,13.0
12911.0,1651.72,552.0,1.0
12912.0,1662.3,3.0,5.0
12913.0,6283.24,5.0,13.0
12914.0,223.98,401.0,1.0
12915.0,885.2,149.0,4.0
12916.0,4455.93,139.0,7.0
12917.0,4329.5,128.0,6.0
12918.0,-10953.5,626.0,1.0
12919.0,1301.44,8.0,6.0
12920.0,486.64,17.0,4.0
12921.0,33951.65,9.0,74.0
12922.0,405.38,161.0,1.0
12923.0,770.42,64.0,3.0
12924.0,2423.15,88.0,12.0
12925.0,729.3299999999999,5.0,3.0
12926.0,1523.97,411.0,4.0
12927.0,197.31,395.0,1.0
12928.0,4304.89,35.0,12.0
12929.0,105.1,312.0,1.0
12930.0,409.9,78.0,2.0
12931.0,71299.67,22.0,57.0
12932.0,1698.56,539.0,8.0
12933.0,1576.8799999999999,24.0,8.0
12934.0,181.65,737.0,1.0
12935.0,4182.01,2.0,15.0
12936.0,1012.9,17.0,4.0
12937.0,3097.61,15.0,9.0
12938.0,114.14,26.0,1.0
12939.0,25264.8,64.0,20.0
12940.0,862.44,55.0,2.0
12941.0,377.49,724.0,1.0
12942.0,675.6,131.0,3.0
12943.0,489.0,558.0,2.0
12944.0,604.51,36.0,2.0
12945.0,900.11,288.0,2.0
12946.0,324.45,437.0,1.0
12947.0,1407.29,144.0,6.0
12948.0,2306.18,16.0,9.0
12949.0,15391.0,31.0,22.0
12950.0,1843.0,2.0,3.0
12951.0,3164.42,9.0,15.0
12952.0,1382.8400000000001,6.0,4.0
12953.0,828.8100000000001,10.0,2.0
12954.0,162.45,639.0,1.0
12955.0,4734.26,1.0,11.0
12956.0,521.89,306.0,4.0
12957.0,8628.42,10.0,13.0
12958.0,467.34,400.0,2.0
12959.0,133.35,484.0,1.0
12960.0,1322.07,414.0,4.0
12961.0,211.99,379.0,1.0
12962.0,266.39,7.0,2.0
12963.0,3146.9900000000002,8.0,12.0
12964.0,132.24,437.0,1.0
12965.0,769.8100000000001,89.0,1.0
12966.0,160.18,10.0,1.0
12967.0,2472.37,358.0,3.0
12968.0,135.95,112.0,1.0
12969.0,122.45,603.0,1.0
12970.0,1453.6,7.0,10.0
12971.0,15214.550000000001,4.0,116.0
12972.0,1115.95,414.0,4.0
12973.0,385.55,414.0,1.0
12974.0,408.95,198.0,2.0
12975.0,1993.99,437.0,6.0
12976.0,3156.38,212.0,8.0
12977.0,513.88,156.0,4.0
12978.0,2496.07,385.0,5.0
12979.0,479.53999999999996,729.0,1.0
12980.0,15909.390000000001,158.0,21.0
12981.0,372.21999999999997,30.0,2.0
12982.0,2562.12,243.0,8.0
12983.0,490.08000000000004,598.0,1.0
12984.0,97.5,19.0,1.0
12985.0,1215.6200000000001,1.0,2.0
12986.0,1998.3400000000001,429.0,10.0
12987.0,1298.51,74.0,5.0
12988.0,505.82,292.0,1.0
12989.0,12846.8,3.0,33.0
12990.0,955.5,31.0,7.0
12991.0,764.82,23.0,3.0
12992.0,93.35000000000001,725.0,1.0
12993.0,1191.26,23.0,8.0
12994.0,902.22,4.0,3.0
12995.0,200.72,85.0,1.0
12996.0,355.5,376.0,1.0
12997.0,2065.11,22.0,8.0
12998.0,897.38,493.0,3.0
12999.0,455.88,196.0,3.0
13000.0,965.0,107.0,4.0
13001.0,24006.600000000002,4.0,33.0
13002.0,414.13,318.0,3.0
13003.0,149.05,106.0,3.0
13004.0,11143.99,12.0,36.0
13005.0,935.03,174.0,4.0
13006.0,81.57,56.0,1.0
13007.0,175.25,580.0,1.0
13008.0,543.28,323.0,3.0
13009.0,234.0,673.0,1.0
13010.0,330.12,374.0,2.0
13011.0,50.550000000000004,372.0,1.0
13012.0,2576.1800000000003,9.0,11.0
13013.0,11073.48,1.0,29.0
13014.0,5220.83,11.0,11.0
13015.0,6459.08,53.0,11.0
13016.0,789.89,73.0,3.0
13017.0,204.0,7.0,1.0
13018.0,9742.81,16.0,35.0
13019.0,1212.95,379.0,6.0
13020.0,606.96,563.0,2.0
13021.0,4806.66,4.0,17.0
13022.0,65.3,430.0,1.0
13023.0,1449.03,64.0,3.0
13024.0,535.42,471.0,2.0
13025.0,323.39,732.0,1.0
13026.0,1690.12,1.0,9.0
13027.0,17052.0,114.0,19.0
13028.0,659.68,23.0,2.0
13029.0,1927.3,31.0,5.0
13030.0,752.4399999999999,11.0,2.0
13031.0,3292.84,407.0,5.0
13032.0,2790.0,52.0,9.0
13033.0,220.55,357.0,2.0
13034.0,756.82,55.0,3.0
13035.0,1328.95,74.0,3.0
13036.0,307.1,685.0,1.0
13037.0,3842.55,138.0,12.0
13038.0,908.46,80.0,3.0
13039.0,1010.73,584.0,4.0
13040.0,676.99,9.0,2.0
13041.0,799.13,451.0,4.0
13042.0,1454.84,598.0,3.0
13043.0,471.57,273.0,1.0
13044.0,4818.35,291.0,11.0
13045.0,808.92,99.0,3.0
13046.0,949.25,31.0,3.0
13047.0,8100.09,32.0,24.0
13048.0,4000.08,14.0,9.0
13049.0,1384.14,64.0,4.0
13050.0,11464.43,15.0,35.0
13051.0,155.8,579.0,2.0
13052.0,3119.33,212.0,7.0
13053.0,127.65,622.0,1.0
13055.0,2292.5099999999998,78.0,4.0
13056.0,209.48,551.0,1.0
13057.0,528.24,530.0,3.0
13058.0,271.40000000000003,25.0,3.0
13059.0,2261.2200000000003,250.0,10.0
13060.0,307.53,254.0,1.0
13061.0,248.61,72.0,1.0
13062.0,346.98,191.0,1.0
13063.0,188.4,481.0,1.0
13064.0,1666.8400000000001,13.0,6.0
13065.0,1050.1000000000001,373.0,5.0
13066.0,430.9,24.0,2.0
13067.0,508.51,82.0,3.0
13068.0,344.0,10.0,2.0
13069.0,8348.79,1.0,38.0
13070.0,743.9,192.0,4.0
13071.0,129.22,612.0,1.0
13072.0,177.15,267.0,1.0
13073.0,418.08,411.0,2.0
13074.0,1362.8400000000001,511.0,4.0
13075.0,919.61,130.0,1.0
13076.0,135.4,458.0,1.0
13077.0,2716.15,1.0,11.0
13078.0,28369.440000000002,3.0,57.0
13079.0,419.18,4.0,6.0
13080.0,260.83,179.0,4.0
13081.0,55961.37,12.0,28.0
13082.0,7268.92,126.0,21.0
13083.0,395.43,4.0,3.0
13084.0,116.44999999999999,492.0,1.0
13085.0,1459.46,158.0,8.0
13086.0,439.33000000000004,383.0,1.0
13087.0,313.64,726.0,1.0
13088.0,236.11,417.0,1.0
13089.0,109893.24,3.0,203.0
13090.0,12759.93,9.0,24.0
13091.0,-130.21999999999997,28.0,3.0
13092.0,2007.33,71.0,12.0
13093.0,53274.33,276.0,55.0
13094.0,1990.9800000000002,21.0,13.0
13095.0,74.39999999999999,71.0,1.0
13096.0,419.70000000000005,394.0,1.0
13097.0,12796.61,33.0,28.0
13098.0,28658.88,1.0,28.0
13099.0,207.35999999999999,99.0,1.0
13101.0,695.4,234.0,4.0
13102.0,11123.3,1.0,37.0
13103.0,709.64,40.0,3.0
13104.0,1709.1,3.0,9.0
13105.0,72.0,436.0,1.0
13106.0,586.46,133.0,2.0
13107.0,5109.62,44.0,9.0
13108.0,748.46,373.0,2.0
13109.0,1107.58,60.0,3.0
13110.0,2896.17,31.0,12.0
13111.0,321.88000000000005,719.0,1.0
13112.0,-5.44,541.0,1.0
13113.0,16236.44,1.0,37.0
13114.0,234.38,731.0,1.0
13115.0,5379.45,12.0,10.0
13116.0,485.19,138.0,1.0
13117.0,2253.96,22.0,18.0
13118.0,2334.1,20.0,9.0
13119.0,134.9,669.0,1.0
13120.0,30.599999999999998,239.0,1.0
13121.0,254.73,269.0,1.0
13122.0,922.39,94.0,2.0
13123.0,506.75,473.0,2.0
13124.0,4641.66,90.0,4.0
13125.0,148.62,524.0,1.0
13126.0,3679.03,5.0,13.0
13127.0,259.17,78.0,1.0
13128.0,263.5,631.0,1.0
13129.0,233.25,452.0,2.0
13130.0,64.0,94.0,1.0
